SubjectID,VideoID,Timestamp_sec,SubjectID.1,VideoID.1,Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,predefined,userdefined,True_Label,Predicted_Prob_default,Predicted_Label_default,Predicted_Prob_tuned,Predicted_Label_tuned
2.0,4.0,59.5,2.0,4.0,63.0,64.0,33.0,9787.0,29266.0,27128.0,18097.0,8119.0,15735.0,6868.0,6948.0,0.0,1.0,1,0.9207372,1,0.9996417,1
7.0,7.0,51.5,7.0,7.0,63.0,11.0,65.0,293370.0,13898.0,828.0,1336.0,3339.0,17353.0,3924.0,4147.0,1.0,1.0,1,0.98202723,1,0.99998957,1
7.0,3.0,31.5,7.0,3.0,44.0,40.0,21.0,2102821.0,169797.0,39767.0,22844.0,26326.0,45940.0,21304.0,27279.0,0.0,1.0,1,0.6838051,1,0.98651296,1
7.0,3.0,12.5,7.0,3.0,10.0,64.0,25.0,340228.0,41977.0,4630.0,7259.0,12486.0,6342.0,1623.0,6396.0,0.0,1.0,1,0.6033961,1,0.5559131,1
7.0,5.0,49.0,7.0,5.0,30.0,54.0,-28.0,816492.0,402318.0,23988.0,4064.0,1664.0,12951.0,7537.0,7016.0,1.0,1.0,1,0.67377573,1,0.99965864,1
7.0,0.0,60.5,7.0,0.0,75.0,48.0,-6.0,11187.0,5613.0,9835.0,7004.0,9103.0,41403.0,21348.0,18054.0,0.0,1.0,1,0.21404287,0,0.99797875,1
1.0,4.0,35.5,1.0,4.0,56.0,64.0,39.0,13261.0,6309.0,31780.0,7878.0,12500.0,9129.0,2402.0,6127.0,0.0,1.0,1,0.8490284,1,0.9585906,1
6.0,0.0,65.0,6.0,0.0,0.0,0.0,1964.0,1678548.0,1687286.0,596849.0,541368.0,382368.0,501936.0,130071.0,277387.0,0.0,1.0,1,0.5352627,1,0.8848621,1
7.0,1.0,39.5,7.0,1.0,21.0,54.0,521.0,752066.0,27563.0,4245.0,7299.0,2194.0,1631.0,2370.0,1289.0,0.0,1.0,1,0.49504796,1,0.99602765,1
5.0,3.0,35.0,5.0,3.0,44.0,61.0,75.0,2341072.0,175913.0,54797.0,18710.0,13299.0,25287.0,15214.0,14044.0,0.0,1.0,1,0.6686915,1,0.8742698,1
0.0,8.0,16.0,0.0,8.0,70.0,63.0,5.0,1120145.0,44546.0,7644.0,3554.0,2803.0,13314.0,14089.0,8403.0,1.0,1.0,1,0.72769636,1,0.97055745,1
1.0,4.0,12.0,1.0,4.0,53.0,50.0,90.0,947890.0,240665.0,46454.0,53016.0,37913.0,20873.0,9785.0,8169.0,0.0,1.0,1,0.8858566,1,0.9999923,1
0.0,2.0,25.0,0.0,2.0,61.0,40.0,99.0,586117.0,133890.0,13188.0,4979.0,18809.0,15609.0,7872.0,4889.0,0.0,1.0,1,0.53377026,1,0.9864569,1
5.0,3.0,51.5,5.0,3.0,43.0,60.0,-56.0,1445060.0,323747.0,195180.0,49433.0,31934.0,25674.0,10918.0,10858.0,0.0,1.0,1,0.588693,1,0.59610254,1
7.0,3.0,43.0,7.0,3.0,11.0,66.0,13.0,1607943.0,267036.0,69533.0,39026.0,17236.0,51843.0,33630.0,19680.0,0.0,1.0,1,0.6655266,1,0.6917315,1
8.0,4.0,14.5,8.0,4.0,38.0,67.0,29.0,610725.0,160196.0,3838.0,17345.0,8070.0,14813.0,4427.0,937.0,0.0,1.0,1,0.66868883,1,0.9940412,1
3.0,8.0,54.0,3.0,8.0,37.0,40.0,283.0,1081290.0,276307.0,21843.0,21312.0,22169.0,10338.0,23893.0,4034.0,1.0,1.0,1,0.66919464,1,0.7546462,1
0.0,1.0,24.5,0.0,1.0,66.0,57.0,61.0,318032.0,89032.0,20928.0,12538.0,9927.0,54217.0,28213.0,23216.0,0.0,1.0,1,0.66974354,1,0.9940716,1
4.0,6.0,2.5,4.0,6.0,60.0,61.0,28.0,1483601.0,166294.0,143418.0,111651.0,65677.0,26385.0,25895.0,22026.0,1.0,1.0,1,0.6331517,1,0.67914736,1
5.0,5.0,19.5,5.0,5.0,35.0,57.0,136.0,1294399.0,349583.0,97296.0,29548.0,13383.0,32262.0,12552.0,3770.0,1.0,1.0,1,0.8301958,1,0.9999779,1
4.0,7.0,33.0,4.0,7.0,29.0,30.0,-6.0,696593.0,169084.0,3221.0,6443.0,5955.0,13731.0,11065.0,7039.0,1.0,1.0,1,0.4315372,1,0.9997771,1
8.0,5.0,32.5,8.0,5.0,34.0,60.0,53.0,1548956.0,130873.0,50034.0,48331.0,15815.0,23731.0,14886.0,3741.0,1.0,1.0,1,0.65170056,1,0.8038931,1
9.0,4.0,49.5,9.0,4.0,51.0,54.0,-58.0,175859.0,14247.0,14264.0,4798.0,4165.0,28660.0,720.0,975.0,0.0,1.0,1,0.50369453,1,0.9873224,1
3.0,6.0,40.5,3.0,6.0,47.0,51.0,-60.0,1220371.0,282941.0,136006.0,17805.0,19050.0,34642.0,19477.0,4314.0,1.0,1.0,1,0.6666904,1,0.9223057,1
0.0,6.0,26.0,0.0,6.0,26.0,38.0,163.0,336169.0,133859.0,30623.0,17055.0,20002.0,10704.0,25334.0,6153.0,1.0,1.0,1,0.7154956,1,0.9994345,1
7.0,7.0,33.0,7.0,7.0,51.0,50.0,69.0,1720292.0,218074.0,39298.0,16461.0,14461.0,53804.0,20817.0,28648.0,1.0,1.0,1,0.6618119,1,0.9842537,1
5.0,2.0,12.0,5.0,2.0,69.0,47.0,-11.0,708495.0,180712.0,92510.0,13315.0,11856.0,45947.0,20460.0,9288.0,0.0,1.0,1,0.7515823,1,0.998373,1
7.0,3.0,47.0,7.0,3.0,11.0,37.0,-17.0,1275710.0,355492.0,9106.0,59764.0,40893.0,34434.0,63130.0,25702.0,0.0,1.0,1,0.91103405,1,0.9997977,1
9.0,8.0,43.5,9.0,8.0,50.0,44.0,-109.0,1457303.0,774875.0,150937.0,14362.0,40447.0,81218.0,41937.0,32649.0,1.0,1.0,1,0.6517873,1,0.812971,1
3.0,4.0,64.5,3.0,4.0,41.0,53.0,-263.0,520947.0,496164.0,45682.0,28401.0,12754.0,38224.0,3322.0,3880.0,0.0,1.0,1,0.86515486,1,0.9997883,1
0.0,6.0,12.0,0.0,6.0,44.0,47.0,144.0,118119.0,15946.0,10094.0,2627.0,4310.0,12149.0,4446.0,674.0,1.0,1.0,1,0.87804985,1,0.9994966,1
5.0,2.0,26.5,5.0,2.0,56.0,40.0,-21.0,42368.0,7681.0,2308.0,613.0,1611.0,1067.0,784.0,207.0,0.0,1.0,1,0.66323274,1,0.73992914,1
4.0,3.0,52.0,4.0,3.0,41.0,29.0,24.0,71307.0,27333.0,3669.0,14189.0,15021.0,11712.0,17717.0,14398.0,0.0,1.0,1,0.6606167,1,0.63995755,1
2.0,5.0,50.0,2.0,5.0,88.0,54.0,56.0,11720.0,6246.0,7992.0,6426.0,6794.0,15856.0,4669.0,2825.0,1.0,1.0,1,0.13843203,0,0.9953294,1
4.0,7.0,15.0,4.0,7.0,29.0,54.0,-77.0,1442582.0,373690.0,161905.0,84480.0,56553.0,15514.0,26626.0,34218.0,1.0,1.0,1,0.6310733,1,0.9915924,1
9.0,8.0,3.5,9.0,8.0,67.0,78.0,68.0,1422570.0,569453.0,327389.0,46311.0,18170.0,118919.0,85997.0,22019.0,1.0,1.0,1,0.6236953,1,0.86481225,1
1.0,3.0,36.0,1.0,3.0,11.0,44.0,-41.0,879065.0,736781.0,25860.0,54741.0,17828.0,13860.0,10209.0,1144.0,0.0,1.0,1,0.66022307,1,0.7978572,1
3.0,8.0,17.0,3.0,8.0,57.0,74.0,253.0,619808.0,20357.0,10647.0,7221.0,5547.0,1556.0,2721.0,2242.0,1.0,1.0,1,0.6036584,1,0.90681124,1
4.0,2.0,46.5,4.0,2.0,24.0,70.0,-12.0,1588534.0,120656.0,22273.0,6435.0,11200.0,9018.0,3530.0,2957.0,0.0,1.0,1,0.31215623,0,0.99196506,1
5.0,8.0,51.5,5.0,8.0,35.0,64.0,-11.0,704284.0,282957.0,35274.0,12585.0,18811.0,13890.0,4001.0,1618.0,1.0,1.0,1,0.86413926,1,0.99941903,1
3.0,7.0,10.5,3.0,7.0,37.0,63.0,123.0,1767127.0,289278.0,24038.0,11995.0,9993.0,6382.0,8897.0,2052.0,1.0,1.0,1,0.6608627,1,0.9928576,1
0.0,1.0,60.0,0.0,1.0,56.0,66.0,-25.0,775495.0,109467.0,56108.0,10962.0,10541.0,38384.0,20217.0,8326.0,0.0,1.0,1,0.6724577,1,0.9960084,1
9.0,4.0,2.5,9.0,4.0,40.0,69.0,-17.0,1458668.0,446448.0,244489.0,139528.0,70004.0,78081.0,98354.0,8714.0,0.0,1.0,1,0.52770084,1,0.52806234,1
6.0,0.0,12.0,6.0,0.0,0.0,0.0,-1769.0,385226.0,351730.0,173088.0,190070.0,153940.0,65147.0,98236.0,57636.0,0.0,1.0,1,0.6691052,1,0.9999467,1
1.0,4.0,26.5,1.0,4.0,37.0,66.0,340.0,177212.0,51868.0,15491.0,9476.0,12611.0,3866.0,2667.0,970.0,0.0,1.0,1,0.644291,1,0.96300274,1
8.0,8.0,4.0,8.0,8.0,1.0,11.0,-427.0,157790.0,19032.0,8338.0,14305.0,2600.0,3713.0,6325.0,830.0,1.0,1.0,1,0.7231346,1,0.9999845,1
2.0,4.0,24.0,2.0,4.0,60.0,88.0,16.0,18133.0,7265.0,8030.0,23900.0,5709.0,18052.0,15099.0,10039.0,0.0,1.0,1,0.9903755,1,0.9998318,1
0.0,1.0,15.5,0.0,1.0,26.0,48.0,74.0,169314.0,33288.0,6966.0,845.0,3375.0,2625.0,6038.0,2417.0,0.0,1.0,1,0.5652151,1,0.97690535,1
6.0,0.0,11.5,6.0,0.0,0.0,0.0,1961.0,811512.0,415706.0,197186.0,264563.0,72266.0,47383.0,42043.0,73931.0,0.0,1.0,1,0.6441738,1,0.9992873,1
5.0,3.0,57.5,5.0,3.0,41.0,44.0,1.0,1999846.0,254133.0,54023.0,32167.0,30122.0,17780.0,5683.0,12555.0,0.0,1.0,1,0.8050601,1,0.9993152,1
6.0,6.0,51.5,6.0,6.0,0.0,0.0,-1409.0,167464.0,63667.0,32819.0,18120.0,21691.0,96029.0,41232.0,30552.0,1.0,1.0,1,0.6050681,1,0.9994428,1
5.0,6.0,23.5,5.0,6.0,43.0,47.0,167.0,1292970.0,28547.0,11579.0,21309.0,4721.0,6530.0,6833.0,1794.0,1.0,1.0,1,0.66475666,1,0.969454,1
3.0,4.0,22.5,3.0,4.0,64.0,63.0,60.0,328964.0,8913.0,11150.0,4644.0,10898.0,3081.0,4431.0,808.0,0.0,1.0,1,0.8978193,1,0.9997894,1
9.0,4.0,16.0,9.0,4.0,56.0,60.0,-290.0,768703.0,147985.0,80493.0,86144.0,6035.0,14248.0,35042.0,2941.0,0.0,1.0,1,0.57517934,1,0.7647268,1
2.0,1.0,26.0,2.0,1.0,47.0,67.0,12.0,8629.0,10708.0,16752.0,6735.0,13532.0,7510.0,593.0,2054.0,0.0,1.0,1,0.39143485,0,0.99848694,1
2.0,1.0,17.0,2.0,1.0,61.0,67.0,40.0,25692.0,10121.0,2464.0,9906.0,842.0,8246.0,4404.0,2048.0,0.0,1.0,1,0.43865633,1,0.9978346,1
4.0,8.0,5.5,4.0,8.0,41.0,51.0,25.0,1693143.0,32638.0,10929.0,16006.0,8982.0,10126.0,2280.0,2860.0,1.0,1.0,1,0.31039706,0,0.99982095,1
4.0,7.0,33.5,4.0,7.0,24.0,20.0,71.0,145351.0,18894.0,1774.0,2076.0,7101.0,2411.0,5536.0,1658.0,1.0,1.0,1,0.25267604,0,0.99688643,1
9.0,8.0,16.0,9.0,8.0,70.0,63.0,5.0,1120145.0,44546.0,7644.0,3554.0,2803.0,13314.0,14089.0,8403.0,1.0,1.0,1,0.72769636,1,0.9705576,1
4.0,6.0,30.0,4.0,6.0,41.0,23.0,48.0,227508.0,266444.0,6136.0,28319.0,5321.0,29463.0,12568.0,6124.0,1.0,1.0,1,0.6745395,1,0.9999288,1
4.0,8.0,24.5,4.0,8.0,17.0,29.0,19.0,442207.0,219770.0,8851.0,5813.0,44885.0,20140.0,10688.0,9941.0,1.0,1.0,1,0.93768644,1,0.99999595,1
7.0,5.0,56.0,7.0,5.0,26.0,70.0,-85.0,1117552.0,67145.0,21028.0,6436.0,25724.0,23586.0,9093.0,11542.0,1.0,1.0,1,0.6506006,1,0.9530383,1
5.0,2.0,18.0,5.0,2.0,60.0,47.0,-220.0,441941.0,29947.0,6895.0,8601.0,4936.0,3126.0,1942.0,1526.0,0.0,1.0,1,0.47576532,1,0.99787503,1
1.0,3.0,39.5,1.0,3.0,11.0,13.0,33.0,1057557.0,401886.0,12035.0,19418.0,9587.0,14318.0,11531.0,4423.0,0.0,1.0,1,0.67025495,1,0.9876729,1
7.0,5.0,13.5,7.0,5.0,35.0,40.0,-36.0,483091.0,45160.0,3589.0,6121.0,6129.0,13177.0,17545.0,3734.0,1.0,1.0,1,0.64211786,1,0.8211425,1
7.0,0.0,8.5,7.0,0.0,40.0,29.0,-7.0,1692358.0,212265.0,40618.0,15990.0,17029.0,31380.0,30171.0,44428.0,0.0,1.0,1,0.575106,1,0.988413,1
6.0,0.0,11.0,6.0,0.0,0.0,0.0,241.0,1607349.0,138174.0,137286.0,25270.0,63840.0,55528.0,55138.0,53570.0,0.0,1.0,1,0.6182766,1,0.99966896,1
2.0,5.0,30.0,2.0,5.0,81.0,53.0,22.0,3363.0,11035.0,10587.0,13757.0,13336.0,12435.0,4456.0,1948.0,1.0,1.0,1,0.72815907,1,0.9994811,1
9.0,3.0,3.5,9.0,3.0,24.0,66.0,28.0,1439944.0,237426.0,15278.0,23665.0,6398.0,31538.0,10490.0,4944.0,0.0,1.0,1,0.5906668,1,0.9516973,1
1.0,4.0,2.5,1.0,4.0,53.0,56.0,121.0,138227.0,20595.0,286.0,35467.0,20921.0,17537.0,8718.0,11625.0,0.0,1.0,1,0.871355,1,0.99995375,1
9.0,8.0,58.5,9.0,8.0,53.0,54.0,-25.0,263362.0,92942.0,1370.0,13570.0,5830.0,27243.0,9796.0,7241.0,1.0,1.0,1,0.6602581,1,0.9120469,1
3.0,8.0,5.5,3.0,8.0,80.0,66.0,-65.0,10029.0,19901.0,15202.0,3326.0,7207.0,18401.0,9170.0,11462.0,1.0,1.0,1,0.3739497,0,0.9996271,1
7.0,3.0,27.5,7.0,3.0,1.0,74.0,-57.0,388539.0,211026.0,119286.0,7189.0,31232.0,8385.0,15157.0,6003.0,0.0,1.0,1,0.6236625,1,0.4148519,1
3.0,9.0,48.0,3.0,9.0,21.0,51.0,-169.0,63216.0,22017.0,5659.0,4426.0,7546.0,1611.0,696.0,435.0,1.0,1.0,1,0.66272795,1,0.97626007,1
3.0,8.0,40.5,3.0,8.0,61.0,47.0,-65.0,544972.0,138429.0,7248.0,28411.0,12358.0,17522.0,13915.0,10795.0,1.0,1.0,1,0.64364344,1,0.68798447,1
7.0,4.0,4.0,7.0,4.0,26.0,43.0,-325.0,715021.0,24800.0,17525.0,3893.0,1242.0,3288.0,7453.0,1947.0,0.0,1.0,1,0.6566337,1,0.7678139,1
5.0,1.0,42.5,5.0,1.0,54.0,83.0,136.0,748232.0,223412.0,93524.0,36688.0,32427.0,18082.0,4581.0,6424.0,0.0,1.0,1,0.7835479,1,0.9996017,1
1.0,4.0,34.0,1.0,4.0,60.0,75.0,70.0,11115.0,12548.0,3700.0,13304.0,4967.0,8858.0,5820.0,4774.0,0.0,1.0,1,0.6122356,1,0.98962355,1
1.0,3.0,31.0,1.0,3.0,23.0,54.0,156.0,893621.0,208492.0,49481.0,105469.0,34917.0,64674.0,12842.0,6825.0,0.0,1.0,1,0.61195844,1,0.8435773,1
9.0,0.0,32.5,9.0,0.0,40.0,54.0,-155.0,1703399.0,2567643.0,164614.0,547180.0,105517.0,538188.0,145466.0,33760.0,0.0,1.0,1,0.68040323,1,0.9078639,1
8.0,9.0,22.0,8.0,9.0,23.0,56.0,-97.0,477138.0,365824.0,25796.0,46703.0,18197.0,12836.0,6164.0,6999.0,1.0,1.0,1,0.649291,1,0.78140175,1
6.0,0.0,40.0,6.0,0.0,0.0,0.0,-1148.0,1222487.0,547559.0,133294.0,208637.0,49305.0,77315.0,80846.0,37393.0,0.0,1.0,1,0.90768206,1,0.9999933,1
9.0,0.0,16.0,9.0,0.0,29.0,69.0,323.0,275848.0,7741.0,5669.0,3720.0,1582.0,4089.0,3383.0,408.0,0.0,1.0,1,0.62992835,1,0.571159,1
1.0,4.0,59.5,1.0,4.0,48.0,70.0,156.0,425683.0,100236.0,30705.0,50571.0,20391.0,11700.0,3316.0,9756.0,0.0,1.0,1,0.5811924,1,0.99095803,1
0.0,5.0,53.5,0.0,5.0,57.0,69.0,24.0,996334.0,161576.0,12731.0,23387.0,14677.0,37640.0,16079.0,9810.0,1.0,1.0,1,0.61315584,1,0.65474063,1
0.0,5.0,31.5,0.0,5.0,53.0,50.0,144.0,1501530.0,197683.0,34674.0,25863.0,19524.0,33809.0,11435.0,11573.0,1.0,1.0,1,0.64159346,1,0.99508303,1
8.0,4.0,16.5,8.0,4.0,14.0,48.0,-50.0,2036327.0,514629.0,177082.0,103433.0,43022.0,42343.0,46066.0,23137.0,0.0,1.0,1,0.65936476,1,0.9768372,1
4.0,8.0,29.0,4.0,8.0,24.0,8.0,48.0,383960.0,444061.0,58308.0,58418.0,21082.0,24834.0,24119.0,15775.0,1.0,1.0,1,0.5164144,1,0.9870113,1
9.0,8.0,17.5,9.0,8.0,69.0,17.0,36.0,237480.0,92528.0,3770.0,3103.0,11605.0,9471.0,23045.0,6954.0,1.0,1.0,1,0.7338986,1,0.9985859,1
3.0,7.0,24.5,3.0,7.0,24.0,51.0,-129.0,983444.0,478595.0,38382.0,33917.0,26433.0,14376.0,7132.0,4036.0,1.0,1.0,1,0.6433661,1,0.70214117,1
6.0,6.0,38.0,6.0,6.0,0.0,0.0,2047.0,341309.0,174346.0,12388.0,10736.0,30069.0,30359.0,32623.0,16024.0,1.0,1.0,1,0.82879955,1,0.9999935,1
7.0,0.0,40.0,7.0,0.0,40.0,26.0,-5.0,1252226.0,58652.0,11049.0,5383.0,16240.0,29421.0,21467.0,19945.0,0.0,1.0,1,0.9900386,1,0.99992096,1
0.0,6.0,45.0,0.0,6.0,43.0,43.0,-152.0,1111907.0,448511.0,95872.0,11171.0,46484.0,47415.0,53026.0,8767.0,1.0,1.0,1,0.6196288,1,0.72985613,1
8.0,8.0,32.0,8.0,8.0,35.0,78.0,-21.0,671552.0,20742.0,43698.0,30677.0,9593.0,9229.0,13546.0,1793.0,1.0,1.0,1,0.58344585,1,0.54136074,1
4.0,1.0,67.5,4.0,1.0,13.0,29.0,85.0,124274.0,43057.0,4253.0,9797.0,6780.0,6047.0,5394.0,3963.0,0.0,1.0,1,0.374091,0,0.9990243,1
4.0,6.0,17.5,4.0,6.0,40.0,56.0,44.0,588916.0,80539.0,43716.0,6499.0,15932.0,13406.0,5577.0,3004.0,1.0,1.0,1,0.5980749,1,0.43335533,1
2.0,8.0,16.0,2.0,8.0,53.0,66.0,26.0,11070.0,10550.0,16524.0,5513.0,13378.0,4809.0,5319.0,3287.0,1.0,1.0,1,0.27439427,0,0.8519505,1
3.0,8.0,36.5,3.0,8.0,47.0,77.0,117.0,410487.0,19402.0,33686.0,10831.0,10327.0,7488.0,1290.0,1513.0,1.0,1.0,1,0.6217389,1,0.65567195,1
7.0,7.0,15.5,7.0,7.0,21.0,61.0,195.0,1759933.0,331330.0,46380.0,208418.0,93325.0,118979.0,243724.0,64812.0,1.0,1.0,1,0.72241646,1,0.9998158,1
4.0,8.0,2.5,4.0,8.0,44.0,41.0,67.0,743815.0,96757.0,56437.0,16605.0,10521.0,10147.0,10712.0,6389.0,1.0,1.0,1,0.61902255,1,0.60817796,1
6.0,0.0,14.5,6.0,0.0,0.0,0.0,435.0,426245.0,199725.0,26491.0,17340.0,14629.0,10293.0,10160.0,5891.0,0.0,1.0,1,0.6097699,1,0.9996371,1
7.0,3.0,26.0,7.0,3.0,30.0,54.0,-19.0,832267.0,107416.0,25903.0,25448.0,8702.0,12994.0,12741.0,9485.0,0.0,1.0,1,0.5911794,1,0.7243917,1
9.0,4.0,12.0,9.0,4.0,66.0,30.0,108.0,303407.0,204449.0,29177.0,25572.0,5461.0,61164.0,7827.0,2252.0,0.0,1.0,1,0.56527865,1,0.7507229,1
2.0,1.0,20.5,2.0,1.0,47.0,78.0,38.0,42753.0,13893.0,1036.0,22129.0,1226.0,2727.0,5298.0,2795.0,0.0,1.0,1,0.4946559,1,0.99862415,1
5.0,1.0,63.0,5.0,1.0,67.0,54.0,114.0,1627172.0,192404.0,128130.0,17454.0,9579.0,22802.0,9825.0,2196.0,0.0,1.0,1,0.7000319,1,0.9542502,1
6.0,6.0,48.5,6.0,6.0,0.0,0.0,-2048.0,140802.0,276040.0,20515.0,7907.0,63191.0,29247.0,30052.0,17732.0,1.0,1.0,1,0.86583453,1,0.99995196,1
2.0,8.0,4.0,2.0,8.0,63.0,48.0,3.0,5010.0,6368.0,6095.0,1231.0,3965.0,7678.0,1319.0,740.0,1.0,1.0,1,0.49396503,1,0.9693865,1
6.0,3.0,25.0,6.0,3.0,0.0,0.0,2047.0,718681.0,70256.0,5898.0,20954.0,13327.0,32729.0,16565.0,18377.0,0.0,1.0,1,0.5574069,1,0.9784844,1
5.0,6.0,10.5,5.0,6.0,43.0,74.0,74.0,125674.0,31957.0,12447.0,10620.0,9247.0,4943.0,6692.0,3536.0,1.0,1.0,1,0.65048087,1,0.9431765,1
2.0,5.0,12.0,2.0,5.0,67.0,48.0,57.0,6776.0,8392.0,6395.0,17854.0,11664.0,19609.0,5620.0,1676.0,1.0,1.0,1,0.262512,0,0.9510705,1
0.0,6.0,36.5,0.0,6.0,66.0,60.0,-71.0,864112.0,18600.0,11060.0,14730.0,1320.0,30919.0,9931.0,3915.0,1.0,1.0,1,0.65487385,1,0.9980786,1
7.0,3.0,44.5,7.0,3.0,47.0,54.0,89.0,1272888.0,27675.0,3332.0,5512.0,7344.0,1800.0,3620.0,4377.0,0.0,1.0,1,0.80257016,1,0.9936919,1
2.0,8.0,18.0,2.0,8.0,66.0,48.0,38.0,3230.0,14241.0,1952.0,5561.0,6715.0,7824.0,1637.0,1589.0,1.0,1.0,1,0.7418713,1,0.9706866,1
5.0,6.0,33.5,5.0,6.0,40.0,60.0,-42.0,420923.0,58081.0,55244.0,11203.0,12000.0,7934.0,2048.0,2296.0,1.0,1.0,1,0.71245074,1,0.99938107,1
